COURSE (TRILHA),NOME DA AULA,SINOPSE,LINK DA AULA,AULAS BÁSICAS,AULAS OBRIGATÓRIAS,EXCLUSIVO PRO
Trilha Automações Aplicada à Gestão de Tráfego,IA e Automações Pra aumentar seu lucro em até 30x,Como combinar IA e automações estrategicamente para multiplicar lucratividade em até 30x.,https://app.agenze.io/c/trilha-automacoes-aplicada-a-gestao-de-trafego/sections/886030/lessons/3511507,FALSE,FALSE,FALSE
Trilha Meta ADS,Tudo Sobre o Pixel do Facebook,"Guia completo sobre o Pixel do Meta: criação, instalação, eventos e solução de problemas.",https://app.agenze.io/c/trilha-meta-ads/sections/883924/lessons/3348182,TRUE,FALSE,FALSE
Trilha Meta ADS,Funil e Objetivos de Campanha,Como escolher o objetivo correto e estruturar o funil de campanha no Meta ADS.,https://app.agenze.io/c/trilha-meta-ads/sections/883924/lessons/3348190,TRUE,FALSE,FALSE
Trilha Meta ADS,Funil de Pixel para Venda Direta,Configuração do funil de pixel otimizado para campanhas de venda direta no Meta ADS.,https://app.agenze.io/c/trilha-meta-ads/sections/883924/lessons/3348199,TRUE,FALSE,FALSE
Trilha Meta ADS,Anúncios e Criativos,Como criar anúncios e criativos de alta performance para campanhas no Meta ADS.,https://app.agenze.io/c/trilha-meta-ads/sections/883924/lessons/3358283,TRUE,FALSE,FALSE
Trilha Meta ADS,Como Configurar a API de Conversões do Facebook,Configuração completa da API de Conversões para melhorar rastreamento e otimização.,https://app.agenze.io/c/trilha-meta-ads/sections/883924/lessons/3348210,TRUE,FALSE,FALSE
Trilha Meta ADS,Eventos Padrões e Conversões personalizadas,Como configurar eventos padrões e criar conversões personalizadas no Meta ADS.,https://app.agenze.io/c/trilha-meta-ads/sections/883924/lessons/3358284,TRUE,FALSE,FALSE
Trilha Meta ADS,Campanha Advantage+,Como usar campanhas Advantage+ para otimização automática de público e criativos.,https://app.agenze.io/c/trilha-meta-ads/sections/883924/lessons/3358285,TRUE,FALSE,FALSE
Trilha Meta ADS,Conjuntos de anúncio,"Configuração e otimização de conjuntos de anúncios: público, orçamento e programação.",https://app.agenze.io/c/trilha-meta-ads/sections/883924/lessons/3358307,TRUE,FALSE,FALSE
Trilha Meta ADS,Introdução à API de Conversões do Facebook,Conceito e vantagens da API de Conversões em relação ao Pixel do Facebook.,https://app.agenze.io/c/trilha-meta-ads/sections/883924/lessons/3358308,TRUE,FALSE,FALSE
Trilha Meta ADS,Instalando a API de conversão no Wordpress com plugin PYS,Tutorial de instalação da API de Conversões via plugin PixelYourSite no WordPress.,https://app.agenze.io/c/trilha-meta-ads/sections/883924/lessons/3358311,TRUE,FALSE,FALSE
Trilha Meta ADS,Tipos de Público Alvo - Personalizado (Quente),Como criar e usar públicos personalizados (quentes) para campanhas de remarketing.,https://app.agenze.io/c/trilha-meta-ads/sections/883926/lessons/3348197,TRUE,FALSE,FALSE
Trilha Meta ADS,Hierarquia e Exclusão de Públicos para mais Resultado,Hierarquia de públicos e uso de exclusões para evitar sobreposição e aumentar o ROI.,https://app.agenze.io/c/trilha-meta-ads/sections/883926/lessons/3357664,TRUE,FALSE,FALSE
Trilha Meta ADS,Tipos de Público Alvo - Lookalike (Semelhante),Criação de públicos semelhantes (lookalike) para prospectar novos clientes qualificados.,https://app.agenze.io/c/trilha-meta-ads/sections/883926/lessons/3357711,TRUE,FALSE,FALSE
Trilha Meta ADS,Tipos de Público Alvo - Interesse (ou Públicos Salvo),Segmentação por interesses para alcançar públicos frios e testar novas audiências.,https://app.agenze.io/c/trilha-meta-ads/sections/883926/lessons/3357731,TRUE,FALSE,FALSE
Trilha Meta ADS,"Análise de Métricas, Otimização e Criação de Campanha na Prática","Processo completo de criação, análise e otimização de campanhas baseado em dados reais.",https://app.agenze.io/c/trilha-meta-ads/sections/886029/lessons/3357748,FALSE,FALSE,FALSE
Trilha Meta ADS,"Checklist, Alinhamento, Estratégia e Campanha para qualquer Black Friday",Planejamento estratégico completo para campanhas de Black Friday de alto desempenho.,https://app.agenze.io/c/trilha-meta-ads/sections/886029/lessons/3357753,FALSE,FALSE,FALSE
Trilha Meta ADS,Estratégia do Remarketing Estratificado,Método avançado de remarketing por camadas para converter leads com mais precisão.,https://app.agenze.io/c/trilha-meta-ads/sections/886029/lessons/3357758,FALSE,FALSE,FALSE
Trilha Meta ADS,FLUXO DE DECISÕES DO RALO AO ROI NO TALO,Framework de decisão para identificar gargalos e maximizar ROI em campanhas de tráfego.,https://app.agenze.io/c/trilha-meta-ads/sections/886029/lessons/3357762,FALSE,FALSE,FALSE
Trilha Meta ADS,3 Pilares do Sucesso do Tráfego,Os três fundamentos que determinam o sucesso de qualquer estratégia de tráfego pago.,https://app.agenze.io/c/trilha-meta-ads/sections/886029/lessons/3357765,FALSE,FALSE,FALSE
Trilha Meta ADS,Configurando um Catálogo de Produtos,Como criar e configurar catálogo de produtos para campanhas dinâmicas no Meta ADS.,https://app.agenze.io/c/trilha-meta-ads/sections/886029/lessons/3357767,FALSE,FALSE,FALSE
Trilha Meta ADS,Estruturas de Campanha que geraram mais de 200 milhões de reais em vendas on-line,Estruturas de campanha comprovadas que geraram mais de R$200M em vendas online.,https://app.agenze.io/c/trilha-meta-ads/sections/886029/lessons/3357776,FALSE,FALSE,FALSE
Trilha Meta ADS,Como calcular o ROI breakeven pra seu Cliente ou para seu negócio,Como calcular o ROI de equilíbrio (breakeven) para definir metas realistas de campanha.,https://app.agenze.io/c/trilha-meta-ads/sections/886029/lessons/3357781,FALSE,FALSE,FALSE
Trilha Meta ADS,Metodologia FOCA (Funil de Objetivos de Campanha),A metodologia FOCA para estruturar campanhas com base no funil de objetivos.,https://app.agenze.io/c/trilha-meta-ads/sections/886029/lessons/3357790,FALSE,FALSE,FALSE
Trilha Meta ADS,Envio de Relatório e Feedback ao seu Cliente,Como criar e enviar relatórios profissionais de performance de campanhas para clientes.,https://app.agenze.io/c/trilha-meta-ads/sections/886029/lessons/3357791,FALSE,FALSE,FALSE
Trilha Vivendo de Tráfego,O Melhor Caminho pra Começar no Mercado Digital,Orientação estratégica sobre o melhor caminho para iniciar no mercado digital.,https://app.agenze.io/c/trilha-de-conteudo/sections/882146/lessons/3343351,TRUE,FALSE,FALSE
Trilha Vivendo de Tráfego,Conquistando meu Primeiro Cliente,Estratégias e abordagens práticas para fechar o primeiro cliente de gestão de tráfego.,https://app.agenze.io/c/trilha-de-conteudo/sections/882146/lessons/3343374,TRUE,FALSE,FALSE
Trilha Vivendo de Tráfego,90 Clientes com apenas 4 Pessoas na operação,Como estruturar uma operação enxuta e escalável para atender 90 clientes com 4 pessoas.,https://app.agenze.io/c/trilha-de-conteudo/sections/882146/lessons/3503832,FALSE,FALSE,FALSE
Trilha Vivendo de Tráfego,O Início da Gestão de Tráfego como Prestação de Serviço,Fundamentos essenciais para começar como prestador de serviços de tráfego pago.,https://app.agenze.io/c/trilha-de-conteudo/sections/882146/lessons/3341343,FALSE,FALSE,FALSE
Trilha Vivendo de Tráfego,Alinhamento Estratégico: O segredo do sucesso,Como alinhar estratégia com cliente e equipe para garantir resultados consistentes.,https://app.agenze.io/c/trilha-de-conteudo/sections/882146/lessons/3343173,FALSE,FALSE,FALSE
Trilha Vivendo de Tráfego,Passos Essenciais Pós Fechamento de Contrato,O que fazer imediatamente após fechar um contrato para iniciar bem o relacionamento.,https://app.agenze.io/c/trilha-de-conteudo/sections/882146/lessons/3343371,FALSE,FALSE,FALSE
Trilha Vivendo de Tráfego,Descobrindo o ROI Breakeven do Cliente,Como calcular e comunicar ao cliente o ROI de equilíbrio das campanhas de tráfego.,https://app.agenze.io/c/trilha-de-conteudo/sections/882146/lessons/3343377,FALSE,FALSE,FALSE
